Name,Description,Add,Region,Town,Tel,Px,Py,ParkingSpace,Type,Zone
愛遛遛民宿,各位好：我是i66民宿老闆Gorilla，我們第一家民宿位於淡水。距離捷運淡水站步行6分鐘、緊鄰英專路夜市、淡水老街、美食店家、以及各大淡水景點，生活機能極為方便。在這裡我想分享淡水的私人玩法，帶您發覺巷弄裡的驚喜、還有私人的台灣旅遊行程，歡迎您交流分享，或造訪我舒適的民宿，謝謝。,新北市淡水區幸福里14鄰仁愛街1巷8之1號,新北市,淡水區,886-903-494947,121.44610300000001,25.171169,0.0,民宿,N
萬里仙境溫泉會館,金山溫泉會館推薦－萬里仙境溫泉會館，本館位於金山老街、衝浪聖地沙珠灣附近，提供您硫磺泉質的泡湯住宿享受，全館備有寬頻網路，是您北海岸旅遊、金山泡湯住宿的最佳選擇。金山萬里怎麼玩～陸海空全面進攻！！ 露天浴池、私人湯 屋一應俱全 露天浴池、私人湯 屋一應俱全 來金山老是不知道怎麼玩？除了冬天泡溫泉、吃鴨肉外，金山萬里其實一年四季都很好玩！！萬里仙境溫泉會館為您特搜，找出在地人最推薦、來金山一定要玩的三種行程。 無論是在地面上悠哉的享受溫泉的身心靈SPA、全家歡樂窯烤地瓜；還是在海面上享受刺激的衝浪；甚至大膽奔向藍天挑戰飛行傘的翱翔天際快感…(金山溫泉)萬里仙境溫泉會館保證讓您從陸、海、空三路暢遊金山萬里，享受北海岸最瘋狂的超殺體驗！！,新北市萬里區萬里加投197-3號1-4樓,新北市,萬里區,886-2-24082669,121.64288400000001,25.215917,0.0,飯店/旅店,N
慕朵微風時尚休閒汽車旅館,位於新北市的旅館,新北市樹林區中正路349號,新北市,樹林區,886-2-26870033,121.417134,25.006104,0.0,汽車旅館,W
幸福山行民宿,位於新北市的民宿,新北市平溪區靜安路2段274巷10號,新北市,平溪區,886-2-24952748,121.72826,25.022311,,民宿,E
北海道民宿,位於新北市的民宿,新北市平溪區白石腳1號,新北市,平溪區,886-963-309522,121.72181,25.021997,,民宿,E
翰品酒店,翰品酒店新莊以Art Nouveau為設計主軸，採優雅時尚的法式風格，融合低調奢華的東方美學，展現出充滿活力的傳統之美。戶外歐風廣場為概念，四周牆面包覆著歐式藝術銅雕，飯店內了融合浪漫歐洲街頭的氛圍。走進大廳，仿佛進入歐洲小鎮溫暖靜謐而舒適的環境，讓旅人在住宿時充分的讓身心靈自在放鬆。翰品酒店新莊共有九種不同房型，提供國內、外旅客洽商旅遊時，最佳的住宿環境。客房內採極簡歐風設計，以東方元素的傢俱，融合法式風格的點綴，有著家一般的溫暖放心。酒店內還提供各式旅客所需的服務與休憩空間，如健身房、交誼廳、貴賓VIP Lounge，完整的提供您放鬆紓壓的不同空間。,新北市新莊區中正路82號,新北市,新莊區,886-2-29987699,121.458087,25.037679,427.0,飯店/旅店,W
火車頭民宿,位於新北市的民宿,新北市淡水區中正路34之4號,新北市,淡水區,886-2-26235991,121.443731,25.169642,,民宿,N
愛摩兒時尚旅舘,位於新北市的旅館,"新北市永和區仁愛路316,318號",新北市,永和區,886-2-89217721,121.50340600000001,25.007846,0.0,汽車旅館,W
九份岑品民宿,"可以參考我們岑嵐雙人房,風景可以看的到海哦,我們都是同一棟,每一間都是獨立的套房,獨立的衛生間我們都會提供:牙膏 牙刷 洗髮精 沐浴乳 浴巾 吹風機為了給下一個房客美好的住宿空間,房間內禁止吸菸民宿到老街走路約為2~3分鐘很近也很方便如有大型李可以寄放在瑞芳車站,帶個小背包在上來會很方便哦!Line ID:rrrr51434  (SENSITIVE CONTENTS HIDDEN):rrrr514",新北市瑞芳區烏勢巷81號,新北市,瑞芳區,886-918-035172,121.845546,25.108906,,民宿,E
君利商務飯店,君利位於新北市政府、板橋車站／高鐵站及捷運府中站旁，為新北市之重要行政及交通樞紐中心。鄰近板橋車站商圈、遠東集團百貨及知名婚紗街，生活機能多樣且豐富。面對鬧中取靜的介壽公園，使旅客暫時遠離喧囂，沉澱忙碌的身心。君利致力於提供實惠超值的住宿品質予國內外商務旅客，提供商務功能，使您辦公無空間限制且像於家中般自在。舒適典雅的睡眠空間、親切的待客之道更是我們的主要服務核心。擁有47間別緻客房，以細膩手工、典雅風情打造空間品味；大地色系的內斂裝潢擺設，盼您在繁忙的都會中得到放鬆休憩。飯店設施　•　餐廳：提供旅客用心烹調之中西式自助早餐。　•　商務中心：24小時開放　•　健身房：提供專業的健身器材　•　自助洗衣室：提供免費自助式洗衣機與烘衣設備　•　泊車服務：24小時貼心看顧您的愛車　•　預約制免費接駁服務：提供飯店鄰近重要交通點接駁，如板橋車站、府中捷運站。(需事先來電預約),新北市板橋區公園路16號1至6樓,新北市,新莊區,886-2-29562800,121.447731,25.038849,0.0,飯店/旅店,W
魚旅,新北｜魚旅背包客棧．帶上自由的靈魂悠遊到鶯歌浪跡天涯的旅人呀，魚兒般悠遊四海，今天，你要去哪裡旅行？揹著行囊順心而行，在鶯歌火車站前方，雙眼不自覺被漆上海藍的窗框吸引，那是自由的藍築起的旅人的家——魚旅。旅人的家，悠遊四海的中繼站巨鸚在藍天中遨遊，選擇停留在新北西部山稜，一棲身，關於鸚哥石的傳說悠悠傳唱名為鶯歌，跟著歲月譜成旅行的旋律。魚旅就座落在鶯歌火車站對面，歡迎漂泊的靈魂將這裡作為旅行中繼站。走進大廳，大門左側一樹枝枒，販售來自遠方的小物，從民族圖騰服飾到手作飾品，同樣愛旅行的主人Emma把繽紛世界帶回魚旅，親手佈置這個家。「既然是旅人的家，我想要讓大家有平安舒服的感覺！」一樓整面塗鴉牆以寧靜的藍與白作為主色調，散發安和的氛圍，這些全都由Emma親自設計，一筆一筆畫下理想，在她的巧手下，浪跡天涯的魚，仍有一個歸宿，這是Emma的信仰，也希望給予旅人能量。繽紛塗鴉築起的背包小房脫鞋上樓，白淨簡單的上下舖木床，承載來自四面八方的旅行理想藍圖。除了背包客房外，魚旅也有提供雙人房和四人房，鑰匙是游在愛心裡的小魚兒，一溜煙地帶妳遊向小太陽房，小太陽房內有獨立陽台，良好的採光烘著溫馨色調的小房間，微風迎面拂來，輕搖著美夢。一面以汪洋藍為底的塗鴉牆引妳走向大太陽房，妳跟著色彩的引領看見燦爛的太陽黃花在大太陽房裡綻放，守著兩張雙人床墊的好眠。地舖上了草綠的柔軟榻墊，讓旅人盡放鬆享受。「ΙΧΘΥΣ」，是希臘文的「魚」，也是魚旅重要的精神符號。早期基督教受羅馬帝國宗教迫害時，教徒使用希臘文魚的意象，以簡單的上半圓弧和下半圓弧當作暗號，來相認彼此的身分。「希望每個來到魚旅的人，都可以找到另一個相合的伴，並有耶穌的平安同在。 」Emma說，魚兒就像是我們每個人的靈魂，我們都在旅行中，逐步完滿自己的生命。,新北市鶯歌區文化路171號,新北市,鶯歌區,886-910-071926,121.35560100000001,24.954189000000003,,背包客棧,W
九份山城溫度民宿,民宿不是飯店更不是旅館，民宿需要的是熱情，把靈魂灌注房子裡，房子才會活過來………這才是我心目中的民宿！九份、一間小小的民宿代表著我的一個小小的夢！只希望來造訪這裡的朋友能感受到九份的美，居住的舒適以及淑菁的熱情…….歡迎您來九份找我，這裡是您在九份的家!!!,新北市瑞芳區佛堂巷28號,新北市,瑞芳區,886-937-093724,121.841493,25.106696,,民宿,E
探索汽車旅館中和館,位於新北市的旅館,新北市中和區建八路3號,新北市,中和區,886-2-82217070,121.48589399999999,24.999059,60.0,汽車旅館,W
雲海雅筑,,新北市瑞芳區烏勢巷124號,新北市,瑞芳區,886-928-545045,121.845596,25.109047,,民宿,E
富信大飯店,汐止南港地區首座五星級飯店，集多元服務於一身的台北富信大飯店地處於南港三鐵共構精華地區，由環東大道或汐止交流道僅 5分鐘即可抵達。鄰近南港軟體經貿園區、南港火車站、汐科火車站、中央研究院、汐止東方科學園區，是商務人士旅遊洽公的首選。多樣化服務項目：客房住宿214間、中西式餐飲 (含VIP包廂)、會議、大型筵席（適合婚宴、尾牙春酒及節慶活動）、婚顧中心、SPA會館、禮品中心等，不僅滿足台北市及新北市在地居民的生活休閒需求、帶動當地服務業發展，同時協助推廣台灣商務旅遊，共同為台灣創造優質舒適的商務交流空間。,新北市汐止區大同路1段128號,新北市,汐止區,886-2-26416333,121.628635,25.05441,0.0,飯店/旅店,E
嘉年華汽車旅館,嘉年華汽車旅館新北市蘆洲區集賢路385號TEL 02-2847-5211 FAX 02-2847-6244<B>嘉年華汽車旅館客房設施</B>本館全新裝潢，低價奢華。我們擁有最完善服務經驗、全新的佈置、頂級的時尚裝潢，是現代休閒的新去處。本館分前棟、中棟、後棟；四大房型，有頂級車庫房、時尚經典房、精品商務房、親子四人房。旅館客房擁有多種情趣設施，舒適按摩浴缸、紓壓按摩椅、情趣椅、37吋液晶電視、免費有線寬頻上網服務等。旅館客房住宿提供精緻早餐及零食飲料，休息提供零食飲料。,新北市蘆洲區集賢路385號(代表號),新北市,蘆洲區,886-2-28475211,121.48063400000001,25.082570999999998,0.0,汽車旅館,W
月河民宿,位於新北市的民宿,新北市瑞芳區祈堂路130號,新北市,瑞芳區,886-938-752202,121.858157,25.110077,,民宿,E
紅裡子民宿,"我們位於天燈的故鄉~平溪!!鄰近平溪火車站,平溪老街,平溪國小!!住我的房子可享受到老街的熱鬧與鄉村的寧靜！！",新北市平溪區三坑15號,新北市,平溪區,886-987-091831,121.73546200000001,25.031132,,民宿,E
櫻沐居民宿,位於新北市的民宿,新北市瑞芳區輕便路95號2樓,新北市,瑞芳區,886-2-24965130,121.844877,25.109048,0.0,民宿,E
雲頂民宿,位於新北市的民宿,新北市烏來區西羅岸路45號,新北市,烏來區,886-2-26617755,121.546476,24.863823,,民宿,S
富康精彩旅店,位於新北市的旅館,新北市板橋區文化路2段171號2至5樓,新北市,板橋區,886-2-22556336,121.470317,25.027489000000003,0.0,飯店/旅店,W
當我們同在一起民宿,位於新北市的民宿,新北市金山區山城路58號,新北市,金山區,886-2-27253104,121.595299,25.201467,,民宿,N
台北集賢商旅,2012年全新開幕的HOTEL G7 台北商旅座落於新北市集賢路上， 緊鄰徐匯中學捷運站及國道1號交流道，鄰近士林觀光夜市、士林官邸、天文科學博物館、科學教育館、陽明山國家公園、湧蓮寺商圈、台北東區SOGO商圈、淡水老街等知名觀光景點，交通網絡十分便捷。飯店採全新設計概念，各樓層分別以7種不同的主題呈現，Game Sport運動競技、Gentleman & Lady紳士名媛、Gallery Art藝文畫廊、Golden Era金色年華、Garden Secret祕密花園、Glass Colored萬花琉璃、Go green綠色世界，時尚現代設計所規劃出的接待區及商務專區，再表現出HOTEL G7 的特有氣質，細膩親切的服務品質不僅可以充分地讓貴賓身心得到紓解，亦能細細品味空間美學氛圍所帶來的住宿體驗。台北集賢商旅體貼入微的服務是您身心靈的歸屬，從心出發的體貼設計及感動服務，帶給您回家的溫馨感受，是商務、旅遊的最佳選擇。台北集賢商旅邀請您親臨鑑賞這兒的新人文時尚。,新北市蘆洲區集賢路372號,新北市,蘆洲區,886-2-82813888,121.480658,25.083160999999997,,飯店/旅店,W
綠茵谷民宿,位於新北市的民宿,新北市雙溪區新基北街72之2號,新北市,雙溪區,886-2-24934309,121.869578,25.040728,,民宿,E
九份寧靜海芳療民宿,位於新北市的民宿,新北市瑞芳區石埤巷12號,新北市,瑞芳區,886-2-24061488,121.797049,25.111931,,民宿,E
華倫大旅社,位於新北市的旅館,新北市板橋區館前西路265巷3號,新北市,板橋區,886-2-29689578,121.45404199999999,25.008213,0.0,旅社,W
情人溫泉民宿,位於新北市的民宿,新北市烏來區烏來里溫泉街83號,新北市,烏來區,886-2-26616181,121.55175,24.860056,,民宿,S
莊媽媽民宿,位於新北市的民宿,新北市平溪區嶺腳寮65號,新北市,平溪區,886-2-24951392,121.747844,25.03136,0.0,民宿,E
盟園旅社,位於新北市的旅館,新北市板橋區南雅南路1段1巷15號1至4樓,新北市,板橋區,886-2-89698016,121.457297,25.006872,,旅社,W
九份臥客棧民宿,"*獨門獨戶海景小屋-有個人衛浴及部分房間有陽台或觀景窗*距離老街底步行約7~10分鐘*距離公車站-大竿林站(七番坑下一站)步行5分鐘以內*房間內提供免費Minibar(礦泉水,泡麵,水果,茶,咖啡包)*隔日9點左右提供免費簡易早餐(需提早退房可事先告知， 幫您另外準備)*入住時間-3pm~8pm / 退房時間-11am(請至少前一日告知  預計入住時間)*我們位於非商業區的頌德社區內，晚上非常安靜，請放低音  量喔!!",新北市瑞芳區石埤巷41號,新北市,瑞芳區,886-905-188676,121.83941100000001,25.108286,,民宿,E
大板根太子會館,大板根位於三峽，總佔地約十七公頃、海拔不到300公尺，卻擁有國寶級的原始板根亞熱帶雨林景觀，園區內有品質極優的碳酸溫泉~美人湯，並有規劃完整國際級渡假酒店、大器宴會廳、休閒套房、國際級會議廳、溫泉會館、會員俱樂部、森林遊樂、生態之旅、教育訓練、課外教學、烤肉區等功能之大成，是北部地區唯一的綜合性渡假聖地。,新北市三峽區插角里插角76號1-5樓,新北市,三峽區,886-2-26749228,121.407251,24.870591,150.0,飯店/旅店,S
